ID,Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Zip Code,Subscription Type
9248,0h 9m 36s,5/12/2011 17:49,Huron St / Harbord St ,7024,5/12/2011 17:59,Bathurst / Queens Quay (Island Airport),7071,T01914,M5T3L7,Casual
10471,0h 13m 17s,5/13/2011 17:47,Bathurst / Queens Quay (Island Airport),7071,5/13/2011 18:00,Jarvis St / Carleton St,7055,T01914,,Casual
10635,1h 7m 0s,5/13/2011 19:05,Jarvis St / Carleton St,7055,5/13/2011 20:12,Jarvis St / Carleton St,7055,T01914,,Casual
11066,0h 29m 24s,5/14/2011 11:36,Jarvis St / Carleton St,7055,5/14/2011 12:05,Dockside Dr / Queens Quay E.,7068,T01914,,Casual
14084,0h 12m 56s,5/19/2011 13:27,Dockside Dr / Queens Quay E.,7068,5/19/2011 13:40,Bremner Blvd / Rees St,7018,T01914,M4S2M5,Casual
14538,0h 10m 17s,5/19/2011 17:44,Bremner Blvd / Rees St,7018,5/19/2011 17:54,Queen St W / Shaw St,7072,T01914,M2N0A9,Casual
15607,0h 8m 47s,5/20/2011 12:05,Queen St W / Shaw St,7072,5/20/2011 12:14,Augusta Ave / Dundas St W,7032,T01914,M4C 1X9,Casual
15922,0h 13m 26s,5/20/2011 15:10,Augusta Ave / Dundas St W,7032,5/20/2011 15:23,Queens Quay W / Dan Leckie Way,7075,T01914,M5V3Y3,Subscriber
16013,1h 13m 56s,5/20/2011 15:56,Queens Quay W / Dan Leckie Way,7075,5/20/2011 17:10,Front St W / Blue Jays Way,7059,T01914,,Casual
16640,0h 24m 0s,5/20/2011 20:25,Front St W / Blue Jays Way,7059,5/20/2011 20:49,Queens Quay W / Dan Leckie Way,7075,T01914,,Casual
16671,0h 24m 36s,5/20/2011 20:50,Queens Quay W / Dan Leckie Way,7075,5/20/2011 21:15,Queens Quay W / Dan Leckie Way,7075,T01914,,Casual
