ID,Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Zip Code,Subscription Type
1847,0h 14m 3s,5/6/2011 9:10,Bay St / College St,7006,5/6/2011 9:24,Ft. York / Capreol Crt.,7000,t01301,M5G2R3,Casual
2562,11h 37m 30s,5/7/2011 3:04,Queen St W / Shaw St,7072,5/7/2011 14:42,Queens Park / Bloor St W,7063,t01301,,Casual
3385,0h 35m 40s,5/7/2011 16:18,Queens Park / Bloor St W,7063,5/7/2011 16:53,Augusta Ave / Dundas St W,7032,t01301,,Casual
3501,0h 49m 53s,5/7/2011 17:02,Augusta Ave / Dundas St W,7032,5/7/2011 17:51,Augusta Ave / Dundas St W,7032,t01301,,Casual
3763,0h 26m 10s,5/7/2011 19:31,Augusta Ave / Dundas St W,7032,5/7/2011 19:58,Front/Yonge (Hockey Hall of Fame),7048,t01301,M6G2P6,Subscriber
3840,0h 20m 40s,5/7/2011 20:51,Front/Yonge (Hockey Hall of Fame),7048,5/7/2011 21:11,Front/Yonge (Hockey Hall of Fame),7048,t01301,,Casual
6880,0h 29m 10s,5/10/2011 12:59,Queens Park / Bloor St W,7063,5/10/2011 13:28,Queens Park / Bloor St W,7063,t01301,,Casual
6991,0h 36m 58s,5/10/2011 14:16,Queens Park / Bloor St W,7063,5/10/2011 14:53,Queens Park / Bloor St W,7063,t01301,,Casual
7172,0h 18m 44s,5/10/2011 16:56,Queens Park / Bloor St W,7063,5/10/2011 17:14,Front/Yonge (Hockey Hall of Fame),7048,t01301,,Casual
8337,0h 19m 47s,5/11/2011 18:29,Front/Yonge (Hockey Hall of Fame),7048,5/11/2011 18:49,Bay St / Bloor St W,7029,t01301,M6P2R6,Casual
8530,0h 22m 10s,5/11/2011 20:32,Bay St / Bloor St W,7029,5/11/2011 20:55,King St W / Bay St,7015,t01301,,Casual
9423,0h 12m 18s,5/12/2011 19:59,King St W / Bay St,7015,5/12/2011 20:12,Bay St / Bloor St W,7029,t01301,M5J0A7,Casual
9481,0h 12m 51s,5/12/2011 21:07,Bay St / Bloor St W,7029,5/12/2011 21:20,Front/Yonge (Hockey Hall of Fame),7048,t01301,L5J4L3,Casual
9751,0h 17m 32s,5/13/2011 8:34,Front/Yonge (Hockey Hall of Fame),7048,5/13/2011 8:51,Madison Ave / Bloor St W,7003,t01301,L1W 2T2,Casual
9826,0h 11m 10s,5/13/2011 9:22,Madison Ave / Bloor St W,7003,5/13/2011 9:33,King St W / Spadina Ave,7010,t01301,,Casual
10334,0h 6m 8s,5/13/2011 16:46,King St W / Spadina Ave,7010,5/13/2011 16:52,Simcoe St / Wellington St W,7057,t01301,M4K3B7,Casual
10503,0h 13m 20s,5/13/2011 17:59,Simcoe St / Wellington St W,7057,5/13/2011 18:12,College St / Borden St,7023,t01301,M5S2T9,Casual
11115,0h 13m 24s,5/14/2011 12:32,College St / Borden St,7023,5/14/2011 12:46,Dundas / Yonge St.,7038,t01301,M5S3A6,Casual
11297,0h 7m 36s,5/14/2011 15:09,Dundas / Yonge St.,7038,5/14/2011 15:16,Dundas / Yonge St.,7038,t01301,,Casual
11401,0h 23m 24s,5/14/2011 19:32,York St / Queens Quay W,7076,5/14/2011 19:55,York St / Queens Quay W,7076,t01301,,Casual
11415,0h 4m 29s,5/14/2011 20:17,York St / Queens Quay W,7076,5/14/2011 20:22,Front/Yonge (Hockey Hall of Fame),7048,t01301,,Casual
12449,0h 9m 45s,5/17/2011 14:02,Granby St / Yonge St,7077,5/17/2011 14:11,King St W / Bay St,7015,t01301,,Casual
13367,0h 6m 28s,5/18/2011 18:09,King St W / Bay St,7015,5/18/2011 18:16,Widmer St / Adelaide St ,7017,t01301,M5V3P5,Casual
13520,0h 10m 26s,5/18/2011 19:59,Widmer St / Adelaide St ,7017,5/18/2011 20:10,Queens Quay W / Dan Leckie Way,7075,t01301,M5V 1B2,Casual
16677,0h 11m 33s,5/20/2011 20:51,Queens Quay W / Dan Leckie Way,7075,5/20/2011 21:02,York St / Queens Quay W,7076,t01301,,Casual
16860,0h 16m 52s,5/20/2011 23:14,York St / Queens Quay W,7076,5/20/2011 23:31,Phoebe St / Spadina Ave,7020,t01301,,Casual
17563,0h 8m 36s,5/21/2011 12:28,Phoebe St / Spadina Ave,7020,5/21/2011 12:36,Phoebe St / Spadina Ave,7020,t01301,,Casual
17663,0h 14m 12s,5/21/2011 12:56,Phoebe St / Spadina Ave,7020,5/21/2011 13:10,Bay St / Albert St,7021,t01301,,Casual
17940,0h 14m 2s,5/21/2011 14:02,Bay St / Albert St,7021,5/21/2011 14:16,York St / Queens Quay W,7076,t01301,,Casual
18844,2h 29m 13s,5/21/2011 17:12,York St / Queens Quay W,7076,5/21/2011 19:41,Queens Quay W / Dan Leckie Way,7075,t01301,,Casual
21217,0h 12m 37s,5/22/2011 18:40,University Ave / College St,7062,5/22/2011 18:53,Church St / Monteith St ,7058,t01301,L3T 1B8,Casual
21274,0h 13m 16s,5/22/2011 18:56,Church St / Monteith St ,7058,5/22/2011 19:10,King St W / Spadina Ave,7010,t01301,M4Y0A2,Casual
23532,0h 5m 8s,5/24/2011 7:13,King St W / Spadina Ave,7010,5/24/2011 7:18,University Ave / King St W,7005,t01301,M5V 2A9,Casual
24266,0h 5m 19s,5/24/2011 16:00,University Ave / King St W,7005,5/24/2011 16:05,King St W / Spadina Ave,7010,t01301,M5A4T4,Subscriber
24710,0h 7m 55s,5/24/2011 18:53,King St W / Spadina Ave,7010,5/24/2011 19:01,Queens Quay W / Dan Leckie Way,7075,t01301,,Casual
26936,0h 3m 33s,5/26/2011 15:21,Temperance St / Yonge St,7019,5/26/2011 15:24,Dundas / Yonge St.,7038,t01301,M5E1Z8,Casual
