ID,Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Zip Code,Subscription Type
219,0h 13m 37s,5/4/2011 12:47,Temperance St / Yonge St,7019,5/4/2011 13:01,King St W / Spadina Ave,7010,T01003,M5V2W8,Casual
241,0h 6m 59s,5/4/2011 13:22,Temperance St / Yonge St,7019,5/4/2011 13:29,Euclid Ave / Bloor St,7040,T01191,L4B 4H1,Casual
395,0h 23m 16s,5/4/2011 17:09,Temperance St / Yonge St,7019,5/4/2011 17:33,York St / Queens Quay W,7076,T01983,,Casual
394,0h 23m 8s,5/4/2011 17:09,Temperance St / Yonge St,7019,5/4/2011 17:32,York St / Queens Quay W,7076,T01297,,Casual
436,0h 17m 6s,5/4/2011 17:24,Temperance St / Yonge St,7019,5/4/2011 17:41,Augusta Ave / Dundas St W,7032,T01985,M5B 2H9,Casual
444,0h 19m 31s,5/4/2011 17:30,Temperance St / Yonge St,7019,5/4/2011 17:49,Queens Quay W / Dan Leckie Way,7075,T01266,,Casual
446,0h 12m 39s,5/4/2011 17:31,Temperance St / Yonge St,7019,5/4/2011 17:43,Bay St / Bloor St W,7029,T01714,M5R 3P6,Casual
582,0h 10m 4s,5/4/2011 19:12,Temperance St / Yonge St,7019,5/4/2011 19:22,York St / Queens Quay W,7076,T01926,,Casual
579,0h 10m 46s,5/4/2011 19:12,Temperance St / Yonge St,7019,5/4/2011 19:22,York St / Queens Quay W,7076,T01384,,Casual
676,0h 3m 16s,5/4/2011 21:05,Temperance St / Yonge St,7019,5/4/2011 21:09,Scott St / The Esplanade,7013,T01937,M5E 1A1,Casual
701,0h 15m 35s,5/4/2011 21:44,Temperance St / Yonge St,7019,5/4/2011 22:00,Phoebe St / Spadina Ave,7020,T01941,,Casual
702,0h 14m 53s,5/4/2011 21:45,Temperance St / Yonge St,7019,5/4/2011 21:59,Phoebe St / Spadina Ave,7020,T01645,,Casual
756,0h 21m 16s,5/5/2011 1:54,Temperance St / Yonge St,7019,5/5/2011 2:15,King St W / Bay St,7015,T01085,,Casual
755,0h 21m 37s,5/5/2011 1:54,Temperance St / Yonge St,7019,5/5/2011 2:16,King St W / Bay St,7015,T01412,,Casual
905,0h 5m 43s,5/5/2011 10:21,Temperance St / Yonge St,7019,5/5/2011 10:27,Dundas / Yonge St.,7038,T01895,M4J2C2,Casual
950,0h 17m 50s,5/5/2011 11:51,Temperance St / Yonge St,7019,5/5/2011 12:09,Bloor St / Brunswick Ave,7061,T01421,,Casual
1015,0h 31m 34s,5/5/2011 12:52,Temperance St / Yonge St,7019,5/5/2011 13:23,Temperance St / Yonge St,7019,T01604,,Casual
1145,0h 9m 8s,5/5/2011 14:41,Temperance St / Yonge St,7019,5/5/2011 14:50,Queen St / Portland St,7049,T01768,,Casual
1232,2h 0m 27s,5/5/2011 16:14,Temperance St / Yonge St,7019,5/5/2011 18:15,Queens Quay W / Dan Leckie Way,7075,T01107,,Casual
