ID,Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Zip Code,Subscription Type
103,5h 6m 49s,5/4/2011 6:16,Bond St / Queen St E,7045,5/4/2011 11:22,Bathurst / Queens Quay (Island Airport),7071,T01179,M5C1S3,Casual
126,0h 16m 9s,5/4/2011 8:55,Bond St / Queen St E,7045,5/4/2011 9:12,Phoebe St / Spadina Ave,7020,T01002,,Casual
211,0h 11m 32s,5/4/2011 12:26,Bond St / Queen St E,7045,5/4/2011 12:37,Ft. York / Capreol Crt.,7000,T01268,,Casual
292,0h 5m 39s,5/4/2011 14:44,Bond St / Queen St E,7045,5/4/2011 14:50,Bathurst / Queens Quay (Island Airport),7071,T01912,M4M2L1,Casual
347,0h 12m 56s,5/4/2011 16:14,Bond St / Queen St E,7045,5/4/2011 16:27,York St / Queens Quay W,7076,T01625,L8P 4H4,Casual
399,0h 46m 41s,5/4/2011 17:13,Bond St / Queen St E,7045,5/4/2011 18:00,Simcoe St / Dundas St W,7039,T01268,,Casual
506,0h 27m 43s,5/4/2011 18:18,Bond St / Queen St E,7045,5/4/2011 18:46,Granby St / Yonge St,7077,T01583,,Casual
508,0h 27m 11s,5/4/2011 18:19,Bond St / Queen St E,7045,5/4/2011 18:46,Granby St / Yonge St,7077,T01630,,Casual
668,0h 11m 16s,5/4/2011 20:50,Bond St / Queen St E,7045,5/4/2011 21:02,Bond St / Queen St E,7045,T01843,,Casual
667,0h 12m 4s,5/4/2011 20:50,Bond St / Queen St E,7045,5/4/2011 21:02,Bond St / Queen St E,7045,T01243,,Casual
677,0h 15m 20s,5/4/2011 21:07,Bond St / Queen St E,7045,5/4/2011 21:23,Church St / Bloor St E,7034,T01243,,Casual
972,0h 6m 4s,5/5/2011 12:16,Bond St / Queen St E,7045,5/5/2011 12:22,Simcoe St / Queen St W,7022,T01843,M6G2G2,Casual
1043,0h 19m 42s,5/5/2011 13:07,Bond St / Queen St E,7045,5/5/2011 13:26,Ted Rogers Way / Bloor St E,7025,T02028,M4W3Y3,Casual
1064,0h 1m 15s,5/5/2011 13:24,Bond St / Queen St E,7045,5/5/2011 13:25,Bond St / Queen St E,7045,T01804,M5A2M5,Casual
1066,0h 24m 44s,5/5/2011 13:26,Bond St / Queen St E,7045,5/5/2011 13:51,Navy Wharf Ct. / Bremner Blvd.,7054,T02008,M5A2M5,Casual
1180,0h 7m 16s,5/5/2011 15:25,Bond St / Queen St E,7045,5/5/2011 15:32,Jarvis St / Carleton St,7055,T01896,,Casual
1394,0h 25m 51s,5/5/2011 18:08,Bond St / Queen St E,7045,5/5/2011 18:34,Queens Quay W / Dan Leckie Way,7075,T01714,,Casual
1399,0h 9m 10s,5/5/2011 18:10,Bond St / Queen St E,7045,5/5/2011 18:19,Navy Wharf Ct. / Bremner Blvd.,7054,T01240,M4Y 1H9,Casual
1794,0h 13m 7s,5/6/2011 8:35,Bond St / Queen St E,7045,5/6/2011 8:48,Church St / Bloor St E,7034,T01383,,Casual
1841,0h 9m 56s,5/6/2011 9:03,Bond St / Queen St E,7045,5/6/2011 9:13,Front/Yonge (Hockey Hall of Fame),7048,T01488,M5B 1Y6,Casual
2011,0h 4m 42s,5/6/2011 13:03,Bond St / Queen St E,7045,5/6/2011 13:07,Edward St / Yonge St,7041,T01507,,Casual
2042,0h 6m 1s,5/6/2011 13:41,Bond St / Queen St E,7045,5/6/2011 13:47,Elizabeth St / Edward St,7012,T01657,M5G2K2,Casual
2162,0h 7m 33s,5/6/2011 15:50,Bond St / Queen St E,7045,5/6/2011 15:58,Jarvis St / Carleton St,7055,T01294,M4Y 2X3,Casual
2171,0h 13m 11s,5/6/2011 16:13,Bond St / Queen St E,7045,5/6/2011 16:26,York St / Queens Quay W,7076,T01192,L8P 4H4,Casual
2311,0h 5m 0s,5/6/2011 19:01,Bond St / Queen St E,7045,5/6/2011 19:06,Church St / Alexander St,7044,T01811,M5V0G1,Casual
2436,0h 12m 20s,5/6/2011 21:54,Bond St / Queen St E,7045,5/6/2011 22:06,Queen St / Ossington Ave,7035,T01595,M5A2M5,Casual
2507,0h 0m 9s,5/6/2011 23:55,Bond St / Queen St E,7045,5/6/2011 23:55,Bond St / Queen St E,7045,T01994,M5B 1Y6,Casual
2548,0h 6m 48s,5/7/2011 2:09,Bond St / Queen St E,7045,5/7/2011 2:16,Church St / Alexander St,7044,T01330,M4Y 3C4,Casual
2753,0h 10m 52s,5/7/2011 11:43,Bond St / Queen St E,7045,5/7/2011 11:54,Navy Wharf Ct. / Bremner Blvd.,7054,T01994,M6P4J6,Casual
2778,0h 9m 44s,5/7/2011 11:58,Bond St / Queen St E,7045,5/7/2011 12:08,Dockside Dr / Queens Quay E.,7068,T01193,M4Y 2W6,Subscriber
2828,0h 36m 1s,5/7/2011 12:27,Bond St / Queen St E,7045,5/7/2011 13:03,Bond St / Queen St E,7045,T01489,,Casual
3133,182h 57m 8s,5/7/2011 14:42,Bond St / Queen St E,7045,5/15/2011 5:39,Bond St / Queen St E,7045,T01489,,Casual
3319,0h 25m 34s,5/7/2011 15:52,Bond St / Queen St E,7045,5/7/2011 16:17,Lower Jarvis St / The Esplanade,7001,T01038,L5B4M2,Casual
